,Unnamed: 0,Company,Bar Name,Review_date,Cocoa_percent,Company_location,Rating,Bean_origin
343,343,Caoni (Tulicorp),Los Rios,2008,55,Ecuador,3.25,Ecuador
344,344,Caoni (Tulicorp),Esmeraldas,2008,55,Ecuador,3.5,Ecuador
345,345,Captain Pembleton,"Saidor Estate, Madang P.",2014,70,New Zealand,3.5,Papua New Guinea
346,346,Captain Pembleton,Kulili Estate,2014,70,New Zealand,3.75,Papua New Guinea
347,347,Caribeans,"Antigua, Special Reserve",2015,72,Costa Rica,3.5,Guatemala
348,348,Caribeans,"Talamanca, Raul-Kekoldo community",2015,72,Costa Rica,3.25,Costa Rica
349,349,Caribeans,Anselmo Paraiso Estate,2015,72,Costa Rica,3.5,Costa Rica
350,350,Caribeans,Costa Rica,2012,72,Costa Rica,3.0,Costa Rica
351,351,Caribeans,Costa Rica,2012,80,Costa Rica,2.75,Costa Rica
352,352,Carlotta Chocolat,Arauca,2016,65,Colombia,3.0,Colombia
353,353,Carlotta Chocolat,Tumaco,2016,65,Colombia,3.25,Colombia
354,354,Carlotta Chocolat,Cordoba,2016,65,Colombia,3.25,Colombia
355,355,Carlotta Chocolat,Huila,2016,65,Colombia,3.5,Colombia
356,356,Carlotta Chocolat,Cesar,2016,65,Colombia,3.5,Colombia
357,357,Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72,U.S.A.,4.0,Belize
358,358,Castronovo,"the lost city, gracias a dias, batch 362",2015,72,U.S.A.,3.5,Honduras
359,359,Castronovo,"Duarte, Batch 360",2015,70,U.S.A.,3.75,Domincan Republic
360,360,Castronovo,"Piaroa, Amazonas, Batch 350",2015,72,U.S.A.,3.5,Venezuela
361,361,Castronovo,Sierra Nevada,2014,72,U.S.A.,3.5,Colombia
362,362,Castronovo,Arauca,2014,76,U.S.A.,3.5,Colombia
363,363,Castronovo,Elvesia P.,2014,70,U.S.A.,2.75,Dominican Republic
364,364,Castronovo,Bolivia,2013,70,U.S.A.,3.0,Bolivia
365,365,Castronovo,Conacado,2013,73,U.S.A.,3.5,Dominican Republic
366,366,Castronovo,San Martin,2013,70,U.S.A.,2.5,Peru
367,367,Castronovo,"Guaniamo, Amazonas",2013,70,U.S.A.,3.25,Venezuela
368,368,Castronovo,Nicaragua,2013,72,U.S.A.,3.25,Nicaragua
369,369,Castronovo,Tumbes,2013,70,U.S.A.,2.75,Peru
370,370,Castronovo,Guaniamo,2013,72,U.S.A.,3.0,Venezuela
371,371,Cello,Ecuador,2014,70,U.S.A.,2.5,Ecuador
372,372,Cello,Peru,2014,70,U.S.A.,2.75,Peru
373,373,Cello,Venezuela,2014,70,U.S.A.,2.75,Venezuela
374,374,Cello,Bolivia,2014,70,U.S.A.,3.0,Bolivia
375,375,Cemoi,Equateur,2009,72,France,2.75,Ecuador
376,376,Chaleur B,Uganda,2014,70,Canada,2.75,Uganda
377,377,Charm School,Maya Mtn,2016,70,U.S.A.,3.25,Belize
378,378,Chchukululu (Tulicorp),Arriba,2010,55,Ecuador,2.75,Ecuador
379,379,Chchukululu (Tulicorp),Los Rios,2008,75,Ecuador,3.0,Ecuador
380,380,Chequessett,la Amistad,2014,70,U.S.A.,3.5,Costa Rica
381,381,Chloe Chocolat,Blend No. 1,2011,70,France,3.5, 
382,382,Chocablog,Ecuador,2015,70,U.K.,3.25,Ecuador
383,383,Choco Del Sol,Maya Mountain w/ nibs,2014,75,Germany,3.0,Belize
384,384,Choco Del Sol,Maya Mountain,2014,82,Germany,3.25,Belize
385,385,Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70,South Korea,2.75,Vietnam
386,386,Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70,South Korea,3.5,Malaysia
387,387,Chocolarder,Peru,2015,65,U.K.,2.5,Peru
388,388,Chocolarder,Peru + nibs,2015,65,U.K.,2.75,Peru
389,389,Chocolarder,Dominican Republic,2015,80,U.K.,2.5,Dominican Republic
390,390,Chocola'te,Madagascar,2011,70,U.S.A.,3.75,Madagascar
391,391,Chocola'te,Venezuela,2011,68,U.S.A.,3.75,Venezuela
392,392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90,U.S.A.,2.5,Peru
393,393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80,U.S.A.,2.5, 
394,394,Chocolate Con Amor,Wild Bolivian,2016,70,U.S.A.,2.5,Bolivia
395,395,Chocolate Con Amor,Uganda,2016,70,U.S.A.,2.75,Uganda
396,396,Chocolate Con Amor,Dominican Republic,2016,60,U.S.A.,3.0,Dominican Republic
397,397,Chocolate Con Amor,Dominican Republic,2016,75,U.S.A.,3.0,Dominican Republic
398,398,Chocolate Con Amor,Ocumare,2016,80,U.S.A.,3.0,Venezuela
399,399,Chocolate Con Amor,Ecuador,2016,70,U.S.A.,3.25,Ecuador
400,400,Chocolate Con Amor,Nicaragua,2016,80,U.S.A.,2.75,Nicaragua
401,401,Chocolate Conspiracy,Peru,2014,74,U.S.A.,2.75,Peru
402,402,Chocolate Makers,Tres Hombres,2015,75,Amsterdam,3.25,Dominican Republic
403,403,Chocolate Makers,"Congo, Gorilla bar",2015,68,Amsterdam,3.5,Congo
404,404,Chocolate Makers,"Peru, Awagum bar",2015,80,Amsterdam,3.75,Peru
405,405,"Chocolate Tree, The",Maranon,2015,69,Scotland,3.75,Peru
406,406,"Chocolate Tree, The",Carenero Superior,2015,80,Scotland,3.75,Venezuela
407,407,"Chocolate Tree, The",Peru,2013,70,Scotland,3.75,Peru
408,408,"Chocolate Tree, The",Ecuador,2012,82,Scotland,2.5,Ecuador
409,409,"Chocolate Tree, The",Peru,2012,68,Scotland,2.75,Peru
410,410,"Chocolate Tree, The",Madagascar,2012,72,Scotland,3.25,Madagascar
411,411,Chocolats Privilege,Xoconusco,2014,70,Canada,2.5,Mexico
412,412,ChocoReko,Patanemo,2015,77,Japan,3.0,Venezuela
413,413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2011,65,Canada,3.25,Mexico
414,414,Chocovic,Xoconusco,2010,71,Spain,3.25,Mexico
415,415,Chocovic,Sambirano,2010,71,Spain,3.5,Madagascar
416,416,Chocovic,Kendari,2009,60,Spain,3.25, 
417,417,Chocovic,Tarakan,2009,75,Spain,3.25, 
418,418,Chocovic,Ocumare,2008,71,Spain,3.5,Venezuela
419,419,Chocovic,"Bolivar, Guaranda",2007,71,Spain,2.5,Ecuador
420,420,Chocovic,Guyave,2007,71,Spain,2.5,Grenada
421,421,Chocovic,Maragda,2007,70,Spain,3.0, 
422,422,Chocovivo,Tabasco,2015,65,U.S.A.,2.5,Mexico
423,423,Chocovivo,Tabasco,2015,75,U.S.A.,2.5,Mexico
424,424,Choklat,Ocumare,2009,80,Canada,2.5,Venezuela
425,425,Choklat,"Porcelana, Tabasco",2009,70,Canada,2.75,Mexico
426,426,Choklat,Brazilian,2009,70,Canada,3.0,Brazil
427,427,Choklat,Brazilian,2009,80,Canada,3.0,Brazil
428,428,Choklat,Ocumare,2009,70,Canada,3.0,Venezuela
429,429,Chokolat Elot (Girard),Guadeloupe,2013,42,Martinique,2.75,Martinique
430,430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75,Canada,3.25,Mexico
431,431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68,Canada,3.75,Peru
432,432,Chuao Chocolatier,Choroni,2009,61,U.S.A.,3.0,Venezuela
433,433,Chuao Chocolatier (Pralus),Chuao,2010,77,U.S.A.,2.75,Venezuela
434,434,Claudio Corallo,Terreiro Velho P.,2010,73.5,Sao Tome,3.75,Sao Tome & Principe
435,435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80,Sao Tome,3.0,Sao Tome & Principe
436,436,Claudio Corallo,Terreiro Velho P.,2008,75,Sao Tome,4.0,Sao Tome & Principe
437,437,Claudio Corallo,Principe,2008,100,Sao Tome,1.0,Sao Tome & Principe
438,438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,73,U.S.A.,3.5,Ecuador
439,439,Coleman & Davis,Sambirano,2015,75,U.S.A.,3.0,Madagascar
440,440,Compania de Chocolate (Salgado),Sur del Lago,2010,70,Argentina,3.25,Venezuela
441,441,Compania de Chocolate (Salgado),Carenero Superior,2008,80,Argentina,2.75,Venezuela
442,442,Compania de Chocolate (Salgado),Moxos,2008,72,Argentina,3.25,Bolivia
443,443,Compania de Chocolate (Salgado),Ocumare,2008,70,Argentina,3.75,Venezuela
444,444,Compania de Chocolate (Salgado),Esmeraldas,2008,88,Argentina,2.75,Ecuador
445,445,Condor,Camino Verde,2015,76,U.S.A.,3.5,Ecuador
446,446,Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78,U.S.A.,2.75,Vietnam
447,447,Coppeneur,"Ecuador, Puristique",2013,65,Germany,3.25,Ecuador
448,448,Coppeneur,Ghana Puristique,2012,85,Germany,3.5,Ghana
449,449,Coppeneur,Ecuador Puristique,2012,100,Germany,1.5,Ecuador
450,450,Coppeneur,Uba Budo,2012,72,Germany,3.75,Sao Tome & Principe
451,451,Coppeneur,Madagascar,2012,70,Germany,3.5,Madagascar
452,452,Coppeneur,Grenada,2010,72,Germany,3.25,Grenada
453,453,Coppeneur,Chuao,2010,70,Germany,3.0,Venezuela
454,454,Coppeneur,"Los Rios, H. Iara",2010,72,Germany,2.5,Ecuador
455,455,Coppeneur,Trinidad,2010,72,Germany,3.0,Trinidad
456,456,Coppeneur,Jamaica,2010,72,Germany,3.25,Jamaica
457,457,Coppeneur,Ocumare 61,2010,72,Germany,3.25,Venezuela
458,458,Coppeneur,"Porcelana, Apotequil",2009,72,Germany,3.0,Peru
459,459,Coppeneur,"Porcelana, Apotequil",2009,62,Germany,3.25,Peru
460,460,Coppeneur,Chuao 100hr,2009,70,Germany,3.5,Venezuela
461,461,Coppeneur,Chuao 70hr,2009,70,Germany,3.75,Venezuela
462,462,Coppeneur,"Porcelana, Tabasco, Mexico",2008,72,Germany,3.0,Mexico
463,463,Coppeneur,"Porcelana, Venezuela",2008,72,Germany,3.0,Venezuela
464,464,Coppeneur,"Sambirano, Menava P.",2007,72,Germany,3.0,Madagascar
465,465,Cote d' Or (Kraft),Sensations Intense,2006,70,Belgium,1.0, 
466,466,Cravve,New Ireland,2014,70,Australia,2.5,Papua New Guinea
467,467,Cravve,"Vanuatu, batch 2410",2014,83,Australia,2.75,Vanuatu
468,468,Cravve,"Tanzania, batch a1",2012,75,Australia,3.25,Tanzania
469,469,Cravve,"Bahia, batch a1213",2012,65,Australia,3.25,Brazil
470,470,Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67,Australia,3.25,Fiji
471,471,Cravve,Vanuatu,2012,64,Australia,3.25,Vanuatu
472,472,Cravve,Djual Island,2012,75,Australia,3.5,Papua New Guinea
473,473,Creo,"""heirloom"", Arriba Nacional",2016,85,U.S.A.,3.25,Ecuador
474,474,Creo,"""heirloom"", Arriba Nacional",2016,73,U.S.A.,3.75,Ecuador
475,475,Daintree,Goodman Estate,2015,70,Australia,2.75,Australia
476,476,Daintree,"Daintree Estates, N. Queensland",2011,70,Australia,3.25,Australia
477,477,Dalloway,"Dominican Republic, batch 7",2017,72,U.S.A.,2.75,Dominican Republic
478,478,Damson,Robson Estate,2015,70,U.K.,3.0,Trinidad
479,479,Damson,Los Rios,2015,70,U.K.,3.5,Ecuador
480,480,Damson,Crayfish Bay aka Non Pariel Estate,2015,70,U.K.,2.25,Grenada
481,481,Damson,O'Payo,2015,70,U.K.,2.75,Nicaragua
482,482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70,U.S.A.,3.75, 
483,483,Dandelion,"Maya Mtn., Break Bar- Snark",2015,70,U.S.A.,3.0,Belize
484,484,Dandelion,Maya Mountain,2014,70,U.S.A.,3.5,Belize
485,485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70,U.S.A.,3.5,Ecuador
486,486,Dandelion,Buto,2014,70,U.S.A.,2.75,Liberia
487,487,Dandelion,"San Francisco de Macoris, Cibao region",2014,70,U.S.A.,3.75,Dominican Republic
488,488,Dandelion,"Cumboto, farmer Jose Lugo",2013,70,U.S.A.,2.75,Venezuela
489,489,Dandelion,Patanemo,2013,70,U.S.A.,3.25,Venezuela
490,490,Dandelion,"Mantuano, 2012",2013,70,U.S.A.,3.5,Venezuela
491,491,Dandelion,Papua New Guinea,2013,70,U.S.A.,3.5,Papua New Guinea
492,492,Dandelion,Upala,2012,70,U.S.A.,3.0,Costa Rica
493,493,Dandelion,Colombian,2012,70,U.S.A.,3.25,Colombia
494,494,Dandelion,"Elvesia, 2011",2012,70,U.S.A.,3.75,Dominican Republic
495,495,Dandelion,Dominican Republic,2011,70,U.S.A.,3.25,Dominican Republic
496,496,Dandelion,Madagascar,2011,70,U.S.A.,3.25,Madagascar
497,497,Dandelion,Tanzania,2011,70,U.S.A.,3.25,Tanzania
498,498,Danta,Los Ujuxtes,2014,82,Guatemala,3.25,Guatemala
499,499,Danta,Chuao,2012,75,Guatemala,3.0,Venezuela
500,500,Danta,Los Ujuxtes,2012,70,Guatemala,3.75,Guatemala
501,501,Danta,Sambirano,2012,70,Guatemala,3.75,Madagascar
502,502,Danta,Las Acacias E.,2012,70,Guatemala,4.0,Guatemala
503,503,Danta,"Oscuro, Finca Chimelb",2012,70,Guatemala,3.25,Guatemala
504,504,Danta,Los Ujuxtes,2011,60,Guatemala,3.5,Guatemala
505,505,Danta,Las Acacias E.,2009,75,Guatemala,3.0,Guatemala
506,506,Danta,Las Acacias E.,2009,60,Guatemala,3.25,Guatemala
507,507,DAR,"Venezuela, batch 122",2016,72,U.S.A.,2.75,Venezuela
508,508,DAR,Vietnam,2016,72,U.S.A.,3.0,Vietnam
509,509,DAR,"DUO, batch 002",2016,70,U.S.A.,3.25,"Ecuador, Costa Rica"
510,510,Dark Forest,Bolivia,2016,75,U.S.A.,3.25,Bolivia
511,511,Dark Forest,Madagascar,2015,70,U.S.A.,3.0,Madagascar
512,512,Dark Forest,Ocumare,2015,70,U.S.A.,3.25,Venezuela
513,513,Dark Forest,Tanzania,2015,70,U.S.A.,3.0,Tanzania
514,514,Dark Forest,Ecuador,2015,70,U.S.A.,3.25,Ecuador
515,515,Davis,Ghana,2013,70,U.S.A.,2.5,Ghana
516,516,Davis,Rainforest,2013,70,U.S.A.,2.75,Dominican Republic
517,517,Davis,Venezuela,2013,70,U.S.A.,2.75,Venezuela
518,518,Davis,West Africa,2012,58,U.S.A.,3.25,West Africa
519,519,De Mendes,"Nativo, Varzea",2015,72,Brazil,3.5,Brazil
520,520,De Mendes,"Selvagem, Jari",2015,65,Brazil,3.5,Brazil
521,521,De Villiers,Bundibugyo District,2016,70,South Africa,2.5,Uganda
522,522,De Villiers,"Sambirano Valley, batch 2477",2016,70,South Africa,3.0,Madagascar
523,523,Dean and Deluca (Belcolade),Madagascar,2007,66,U.S.A.,2.5,Madagascar
524,524,Dean and Deluca (Belcolade),Costa Rica,2007,64,U.S.A.,3.0,Costa Rica
525,525,Dean and Deluca (Belcolade),Ecuador,2007,71,U.S.A.,3.0,Ecuador
526,526,Dean and Deluca (Belcolade),Ghana,2007,60,U.S.A.,3.0,Ghana
527,527,Dean and Deluca (Belcolade),Papua New Guinea,2007,64,U.S.A.,3.0,Papua New Guinea
528,528,Dean and Deluca (Belcolade),Peru,2007,64,U.S.A.,3.0,Peru
529,529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,64,France,3.0,Papua New Guinea
530,530,Debauve & Gallais (Michel Cluizel),Venezuela,2008,66,France,3.75,Venezuela
531,531,Desbarres,"Kilombero, batch 41",2016,72,Canada,2.5,Tanzania
532,532,DeVries,Bolivian,2008,80,U.S.A.,2.75,Bolivia
533,533,DeVries,Costa Rica,2007,77,U.S.A.,3.5,Costa Rica
534,534,DeVries,Dominican Republic,2007,77,U.S.A.,3.5,Dominican Republic
535,535,Dick Taylor,Lanquin Estate,2017,70,U.S.A.,3.75,Guatemala
536,536,Dick Taylor,Tien Giang,2016,78,U.S.A.,3.5,Vietnam
537,537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,70,U.S.A.,3.75,Bolivia
538,538,Dick Taylor,Elvesia,2014,74,U.S.A.,3.5,Dominican Republic
539,539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,70,U.S.A.,3.25,Ecuador
540,540,Dick Taylor,Camino Verde,2013,76,U.S.A.,3.5,Ecuador
541,541,Dick Taylor,Bolivia,2012,75,U.S.A.,2.75,Bolivia
542,542,Dick Taylor,Belize,2012,72,U.S.A.,2.75,Belize
543,543,Dick Taylor,Sambirano,2011,80,U.S.A.,2.75,Madagascar
544,544,Dick Taylor,Sambirano,2011,72,U.S.A.,3.0,Madagascar
545,545,Dick Taylor,Mantuano,2011,75,U.S.A.,2.75,Venezuela
546,546,Dick Taylor,La Red,2011,74,U.S.A.,3.0,Dominican Republic
547,547,Dick Taylor,Ecuador,2011,70,U.S.A.,3.25,Ecuador
548,548,Doble & Bignall,Puerto Cabello,2015,85,U.K.,3.0,Venezuela
549,549,Doble & Bignall,"Panama, Raven",2014,72,U.K.,3.25,Panama
550,550,Doble & Bignall,"Puerto Cabello, Mantuano",2014,72,U.K.,3.25,Venezuela
551,551,Doble & Bignall,Johe,2014,72,U.K.,3.5,Nicaragua
552,552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,70,U.S.A.,3.75,Hawaii
553,553,Dolfin (Belcolade),Africa,2008,88,Belgium,3.0,West Africa
554,554,Dolfin (Belcolade),Noir,2006,70,Belgium,1.5, 
555,555,Domori,Hacienda Victoria,2015,70,Italy,3.75,Ecuador
556,556,Domori,Ocumare 77,2015,70,Italy,3.75,Venezuela
557,557,Domori,"IL100, H. San Jose",2013,100,Italy,3.0,Venezuela
558,558,Domori,Morogoro,2012,70,Italy,3.5,Tanzania
559,559,Domori,Guasare,2012,70,Italy,3.75,Venezuela
560,560,Domori,"Canoabo, Hacienda San Jose",2011,70,Italy,3.5,Venezuela
561,561,Domori,"Chuao, Hacienda San Jose",2010,70,Italy,3.0,Venezuela
562,562,Domori,"Carupano, H. San Jose",2008,70,Italy,3.0,Venezuela
563,563,Domori,Teyuna,2008,70,Italy,3.0,Colombia
564,564,Domori,Blend No. 1,2008,78,Italy,3.5, 
565,565,Domori,Ilblend,2008,70,Italy,3.75, 
566,566,Domori,Porcelana,2007,70,Italy,4.0,Venezuela
567,567,Domori,"Ocumare 61, Puertomar",2007,75,Italy,3.25,Venezuela
568,568,Domori,Granella,2007,60,Italy,3.25,Venezuela
569,569,Domori,Madagascar,2007,70,Italy,3.5,Madagascar
570,570,Domori,Madagared,2007,70,Italy,3.5,Madagascar
571,571,Domori,"Java, Javablond",2007,70,Italy,3.75,Indonesia
572,572,Domori,Ecuador,2007,70,Italy,4.0,Ecuador
573,573,Domori,"Ocumare 67, Puertofino",2007,70,Italy,4.0,Venezuela
574,574,Domori,Sur del Lago Classificado,2006,70,Italy,3.0,Venezuela
575,575,Domori,Apurimac,2006,70,Italy,3.25,Peru
576,576,Domori,Carenero Superior,2006,70,Italy,3.5,Venezuela
577,577,Dormouse,Non Pariel Estate,2016,75,U.K.,2.75,Grenada
578,578,Dormouse,"Rio Caribe, Batch 7",2015,70,U.K.,2.5,Venezuela
579,579,Dormouse,"Colombia, Batch 9",2015,80,U.K.,2.75,Colombia
580,580,Dormouse,"Madagascar, Batch 8",2015,77,U.K.,2.75,Madagascar
581,581,Duffy's,"Rio Dulce, Xoco",2015,70,U.K.,4.0,Guatemala
582,582,Duffy's,"Chuno, Xoco",2014,70,U.K.,3.5,Nicaragua
583,583,Duffy's,"Rico Rugoso, Xoco",2014,76,U.K.,3.75,Nicaragua
584,584,Duffy's,Ocumare,2012,72,U.K.,3.75,Venezuela
585,585,Duffy's,"Indio Rojo, Xoco",2011,72,U.K.,3.75,Honduras
586,586,Duffy's,Dominican Republic,2011,65,U.K.,3.5,Dominican Republic
587,587,Duffy's,"Bocas del Toro, Tierra Oscura",2011,72,U.K.,3.0,Panama
588,588,Duffy's,"Nicaliso, Xoco",2011,71,U.K.,3.25,Nicaragua
589,589,Duffy's,Ocumare,2011,71,U.K.,3.5,Venezuela
590,590,Duffy's,Panama,2010,70,U.K.,3.5,Panama
591,591,Duffy's,"Corazon del Ecuador, Calceta beans",2010,72,U.K.,3.75,Ecuador
592,592,Duffy's,Star of Ecuador,2010,70,U.K.,2.5,Ecuador
593,593,Duffy's,Star of Peru,2010,70,U.K.,3.75,Peru
594,594,Dulcinea,Dominican Republic,2015,70,U.S.A.,3.25,Dominican Republic
595,595,Durand,Madagascar,2012,82,France,2.75,Madagascar
596,596,Durci,"Maranon, Joya Rara",2015,70,U.S.A.,3.5,Peru
597,597,Durci,"Rio Caribe, Tepui Treasure",2015,70,U.S.A.,3.5,Venezuela
598,598,Durci,Taino Secret,2015,70,U.S.A.,3.25,Domincan Republic
599,599,Durci,"Carenero, Empyrean Sabor",2015,70,U.S.A.,3.25,Venezuela
600,600,Durci,Corona Arriba,2015,70,U.S.A.,4.0,Ecuador
601,601,East Van Roasters,Peru,2014,70,Canada,3.25,Peru
602,602,East Van Roasters,Madagascar,2014,70,Canada,3.5,Madagascar
603,603,East Van Roasters,Dominican Republic,2014,70,Canada,3.75,Dominican Republic
604,604,Eau de Rose,Tumaco,2016,70,Canada,3.25,Colombia
605,605,Eau de Rose,Arauca,2016,70,Canada,3.25,Colombia
606,606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72,U.S.A.,2.75,Peru
607,607,Edelmond,Porcelana,2016,68,Germany,3.0,Venezuela
608,608,El Ceibo,"Alto Beni, Covendo Region",2011,75,Bolivia,3.75,Bolivia
609,609,El Ceibo,Alto Beni,2008,71,Bolivia,2.75,Bolivia
610,610,El Rey,San Joaquin,2015,70,Venezuela,3.75,Venezuela
611,611,El Rey,"Rio Caribe, Cariaco",2009,60.5,Venezuela,2.75,Venezuela
612,612,El Rey,"Rio Caribe, Macuro",2009,70,Venezuela,3.0,Venezuela
613,613,El Rey,"Carenero Superior, Apamate",2008,74,Venezuela,2.5,Venezuela
614,614,El Rey,"Carenero Superior, Bucare",2008,58,Venezuela,2.5,Venezuela
615,615,El Rey,"Carenero Superior, Mijao",2008,61,Venezuela,3.0,Venezuela
616,616,El Rey,"Carenero Superior, Gran Saman",2006,70,Venezuela,2.75,Venezuela
617,617,Emerald Estate,Emerald Estate,2013,60,St. Lucia,2.75,St. Lucia
618,618,Emerald Estate,Emerald Estate,2013,70,St. Lucia,3.25,St. Lucia
619,619,Emily's,Patanemo,2015,79,Japan,3.0,Venezuela
620,620,Emily's,Peru,2015,78,Japan,3.5,Peru
621,621,ENNA,"Wampusirpi, batch 007",2016,75,U.S.A.,3.25,Honduras
622,622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80,Spain,3.25,Sao Tome & Principe
623,623,Erithaj (A. Morin),Ben Tre,2014,70,France,3.25,Vietnam
624,624,Erithaj (A. Morin),Ham Luong,2014,80,France,3.0,Vietnam
625,625,Erithaj (A. Morin),Ba Lai,2014,74,France,3.25,Vietnam
626,626,Escazu,Rio Caribe,2012,70,U.S.A.,2.75,Venezuela
627,627,Escazu,Guapiles,2009,65,U.S.A.,2.0,Costa Rica
628,628,Escazu,Carenero Superior,2009,81,U.S.A.,3.5,Venezuela
629,629,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74,U.S.A.,2.75,"Cost Rica, Ven"
630,630,Escazu,Ocumare,2008,72,U.S.A.,3.0,Venezuela
631,631,Ethel's Artisan (Mars),"Peru, Madagascar",2011,55,U.S.A.,2.5,"Peru, Madagascar"
632,632,Ethel's Artisan (Mars),Trinidad,2011,55,U.S.A.,2.5,Trinidad
633,633,Ethel's Artisan (Mars),Porcelana,2011,70,U.S.A.,2.5,Venezuela
634,634,Ethel's Artisan (Mars),Red Vanilla,2011,62,U.S.A.,2.75, 
635,635,Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62,U.S.A.,2.5,"Venezuela, Trinidad"
636,636,Ethereal,Belize,2014,80,U.S.A.,3.0,Belize
637,637,Ethereal,Ecuador,2014,80,U.S.A.,3.5,Ecuador
638,638,Ethereal,Dominican Republic,2014,80,U.S.A.,3.75,Dominican Republic
639,639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75,U.S.A.,2.75,Brazil
640,640,Feitoria Cacao,Blue Mountain,2016,76,Portugal,3.0,Jamaica
641,641,Feitoria Cacao,Cuyagua,2016,76,Portugal,2.5,Venezuela
642,642,Feitoria Cacao,Maya Mountain,2016,76,Portugal,2.75,Belize
643,643,Felchlin,Grenada,2010,58,Switzerland,3.5,Grenada
644,644,Felchlin,Supremo- SF,2006,62,Switzerland,2.0, 
645,645,Felchlin,Elvesia P.,2006,74,Switzerland,3.0,Dominican Republic
646,646,Felchlin,"Madagascar, Grand Cru",2006,64,Switzerland,3.0,Madagascar
647,647,Felchlin,Maracaibo Clasificado,2006,65,Switzerland,3.0,Venezuela
648,648,Felchlin,Arriba,2006,72,Switzerland,3.5,Ecuador
649,649,Felchlin,"Alto Beni, Cru Savage",2006,68,Switzerland,4.0,Bolivia
650,650,Finca,Puerto Rico,2014,65,U.S.A.,2.25,Puerto Rico
651,651,Finca,Dominican Republic,2014,80,U.S.A.,3.0,Dominican Republic
652,652,Finca,Dominican Republic,2014,70,U.S.A.,3.25,Dominican Republic
653,653,Finca,Dominican Republic,2014,85,U.S.A.,2.5,Dominican Republic
654,654,Forever Cacao,Rio Eni,2014,72,U.K.,2.75,Peru
655,655,Forteza (Cortes),Dominican Republic,2016,70,Puerto Rico,2.75,Domincan Republic
656,656,Forteza (Cortes),Puerto Rico,2016,80,Puerto Rico,2.75,Domincan Republic
657,657,Fossa,"Akesson's E., Sambirano V.",2016,70,Singapore,2.75,Madagascar
658,658,Fossa,"Camino Verde P., Balao, Guayas",2016,75,Singapore,3.5,Ecuador
659,659,Fossa,"Kokoa Kamili Coop, Kilombero",2016,67,Singapore,3.75,Tanzania
660,660,Franceschi,Choroni,2014,70,Venezuela,3.5,Venezuela
661,661,Franceschi,Ocumare,2014,70,Venezuela,3.75,Venezuela
662,662,Franceschi,Canoabo,2012,70,Venezuela,3.75,Venezuela
663,663,Franceschi,Sur del Lago,2012,60,Venezuela,3.5,Venezuela
664,664,Frederic Blondeel,Costa Rica,2015,70,Belgium,3.5,Costa Rica
665,665,Frederic Blondeel,Peru Brutus,2015,75,Belgium,3.5,Peru
666,666,Frederic Blondeel,Vietnam,2015,80,Belgium,3.0,Vietnam
667,667,Frederic Blondeel,Ghana,2014,60,Belgium,3.5,Ghana
668,668,Frederic Blondeel,Madagascar,2014,65,Belgium,3.5,Madagascar
669,669,French Broad,"Norandino, batch 161208",2017,70,U.S.A.,3.5,Peru
670,670,French Broad,Guatemala,2015,73,U.S.A.,3.5,Guatemala
671,671,French Broad,San Andres,2014,80,U.S.A.,3.0,Costa Rica
672,672,French Broad,Matagalpa,2014,68,U.S.A.,3.25,Nicaragua
673,673,French Broad,"Palo Blanco, Chulucanas",2013,66,U.S.A.,3.5,Peru
674,674,French Broad,Tumbes Coop,2012,70,U.S.A.,2.5,Peru
675,675,French Broad,"Palo Blanco, Chulucanas",2012,61,U.S.A.,3.5,Peru
676,676,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81,U.S.A.,2.0,Peru
677,677,French Broad,"Maranon Canyon, Fortunato No. 4",2011,70,U.S.A.,3.5,Peru
678,678,French Broad,La Red,2011,65,U.S.A.,3.5,Dominican Republic
679,679,Fresco,"Maranon, #228, MR, SC",2014,70,U.S.A.,3.0,Peru
